2025-05-14 06:10:40,771 - Spot Price: 24703.2, Supertrend: Green, Below EMA
2025-05-14 06:11:12,184 - Spot Price: 24707.35, Supertrend: Green, Above EMA
2025-05-14 06:11:43,221 - Spot Price: 24707.25, Supertrend: Green, Above EMA
2025-05-14 06:12:14,701 - Spot Price: 24702.9, Supertrend: Green, Below EMA
2025-05-14 06:12:45,617 - Spot Price: 24698.8, Supertrend: Green, Below EMA
2025-05-14 06:13:16,642 - Spot Price: 24695.35, Supertrend: Green, Below EMA
2025-05-14 06:13:47,676 - Spot Price: 24681.45, Supertrend: Green, Below EMA
2025-05-14 06:14:19,590 - Spot Price: 24684.25, Supertrend: Green, Below EMA
2025-05-14 06:14:50,674 - Spot Price: 24683.8, Supertrend: Green, Below EMA
2025-05-14 06:15:21,787 - Spot Price: 24685.35, Supertrend: Green, Below EMA
2025-05-14 06:15:52,774 - Spot Price: 24679.1, Supertrend: Green, Below EMA
2025-05-14 06:16:24,289 - Spot Price: 24675.3, Supertrend: Green, Below EMA
2025-05-14 06:16:55,357 - Spot Price: 24662.85, Supertrend: Green, Below EMA
2025-05-14 06:17:26,460 - Spot Price: 24664.15, Supertrend: Green, Below EMA
2025-05-14 06:17:57,533 - Spot Price: 24660.15, Supertrend: Green, Below EMA
2025-05-14 06:18:28,555 - Spot Price: 24657.85, Supertrend: Green, Below EMA
2025-05-14 06:18:59,561 - Spot Price: 24655.3, Supertrend: Red, Below EMA
2025-05-14 06:18:59,562 - Exit signal detected: Supertrend Signal Change
2025-05-14 06:18:59,562 - PAPER TRADE: Exiting position for NSE:NIFTY2552224550PE
2025-05-14 06:18:59,562 - PAPER TRADE: Exiting position for NSE:NIFTY2552224250PE
2025-05-14 06:18:59,567 - Exited LONG position: Supertrend Signal Change
2025-05-14 06:19:30,585 - Spot Price: 24633.9, Supertrend: Red, Below EMA
2025-05-14 06:19:30,586 - Sell signal detected
2025-05-14 06:19:31,366 - Selected call to sell: NSE:NIFTY2552224900CE with delta ~0.3900058425346026
2025-05-14 06:19:31,376 - Selected call to buy: NSE:NIFTY2552225150CE with delta ~0.2751186503802956
2025-05-14 06:19:31,377 - PAPER TRADE: SELL 75 NSE:NIFTY2552224900CE @ MARKET
2025-05-14 06:19:31,378 - PAPER TRADE: BUY 75 NSE:NIFTY2552225150CE @ MARKET
2025-05-14 06:19:31,383 - Entered SHORT position: Sold Call NSE:NIFTY2552224900CE @ 120.25, Bought Call NSE:NIFTY2552225150CE @ 55.7
2025-05-14 06:20:02,666 - Spot Price: 24640.6, Supertrend: Red, Below EMA
2025-05-14 06:20:33,770 - Spot Price: 24651.8, Supertrend: Red, Below EMA
2025-05-14 06:21:04,842 - Spot Price: 24650.15, Supertrend: Red, Below EMA
2025-05-14 06:21:35,781 - Spot Price: 24647.0, Supertrend: Red, Below EMA
2025-05-14 06:22:07,320 - Spot Price: 24648.0, Supertrend: Red, Below EMA
2025-05-14 06:22:38,374 - Spot Price: 24644.35, Supertrend: Red, Below EMA
